ratio,score
-0.4557487114212542,-0.23076923076923084
-0.033369372766599764,0.5692307692307692
0.7951148816011382,0.10769230769230764
-0.2622847262336754,0.015384615384615328
-0.47274983272656346,0.2615384615384615
-0.5295206384464863,0.5692307692307692
0.10589585486076572,-0.20000000000000007
-0.5616080774721725,0.19999999999999996
-0.16189852559897805,-0.3846153846153847
-0.3947713766579111,0.16923076923076918
0.29830887668183903,0.5076923076923077
-0.26586555244860355,0.6923076923076923
-0.2772580721037431,-0.41538461538461546
-0.5610198220728344,-0.23076923076923084
-0.43282776090756725,0.07692307692307687
0.10058363969534481,1.0
-0.19861115019556627,0.07692307692307687
-0.23989222089363652,0.2307692307692307
-0.40971288314534915,0.1384615384615384
-0.33878241026048583,-0.3538461538461539
-0.34349047973804714,-0.476923076923077
0.5236318255445073,-0.476923076923077
-0.2243126719972208,-0.015384615384615441
-0.710181947811865,0.07692307692307687
-0.4747561672079105,0.029864253393665052
-0.3320268060338432,-0.1692307692307693
-0.33137839481563425,0.29230769230769227
-0.02508295592278062,0.10769230769230764
-0.1680864458853322,0.0461538461538461
-0.5103508910252533,-0.1692307692307693
0.00753137877626639,0.47692307692307695
-0.6907413807788142,0.07692307692307687
-0.38165180180428715,-0.10769230769230775
0.05809317114963758,0.9384615384615386
-0.02202864079975978,0.3846153846153846
0.4649100719882362,-0.04615384615384621
-0.3696071950031168,-0.2615384615384616
-0.12113815829068164,-0.23076923076923084
-0.177520425639763,0.2307692307692307
-0.20292057828690982,-0.6923076923076924
-0.2647858167872103,0.32307692307692304
-0.02909585532613021,0.5692307692307692
-0.05219202596993086,-0.10769230769230775
-0.5414500726449347,0.07692307692307687
-0.20430122820416513,-0.04615384615384621
-0.44236088251286954,0.19999999999999996
-0.7013497069844941,0.44615384615384607
-0.5996870328395516,-0.2615384615384616
0.20680331467026403,-0.04615384615384621
0.3343214852178418,-0.04615384615384621
-0.5835591233514857,-0.015384615384615441
-0.5765038872093908,-0.6000000000000001
0.21269258681191644,0.015384615384615328
-0.26696231712686813,0.10769230769230764
-0.9847845704958481,-0.7846153846153847
-0.4571305858292308,-0.753846153846154
0.018455371817230226,0.10769230769230764
0.21428577776922147,0.0461538461538461
0.27481776867874336,-0.04615384615384621
0.7566399308030849,0.1384615384615384
0.3950044993608176,0.29230769230769227
-0.11932448456336797,0.2307692307692307
-0.4894011267503923,-0.3846153846153847
-0.8539688600613083,0.015384615384615328
-0.7224269655640767,0.2615384615384615
0.6712390693833036,0.44615384615384607
-0.5171984883632589,0.0461538461538461
0.6017406522400707,0.029864253393665052
-0.18880046062784944,-0.04615384615384621
-0.4028324712435446,0.015384615384615328
-0.29005453970176565,0.07692307692307687
0.21536859155809712,-0.10769230769230775
-0.7239910361508866,-0.015384615384615441
-0.44379901794174925,0.07692307692307687
0.32510314071407975,-0.13846153846153852
-0.4732593416066909,-0.015384615384615441
-0.4057580656600685,-0.13846153846153852
-0.1479580117522583,0.10769230769230764
-1.0,-0.1692307692307693
0.03774494780511069,0.6307692307692307
-0.48168304435586595,-0.1692307692307693
0.43683402949137373,0.1384615384615384
-0.34178538843343353,-0.753846153846154
-0.10128321425448247,0.7230769230769231
0.018206935912321587,-0.5384615384615385
-0.11785976086175642,-0.41538461538461546
-0.05987019078440725,-0.32307692307692315
0.2433960390293165,0.029864253393665052
-0.4032169782215683,-0.015384615384615441
-0.2261716511447237,0.5384615384615384
-0.9845983864080116,0.029864253393665052
-0.7631531390889386,-0.2615384615384616
-0.4423727707796114,-0.10769230769230775
-0.13801960143492403,0.3538461538461538
-0.22025668930808912,-0.04615384615384621
-0.19140481208426452,-0.10769230769230775
-0.4669058787808164,-0.3538461538461539
0.7774362146422166,0.10769230769230764
-0.6629771185321562,-0.6000000000000001
-0.41321921848138243,0.5076923076923077
-0.268073162209232,0.2615384615384615
0.22956911224274268,0.2615384615384615
1.0,0.9384615384615386
-0.3141286980447826,0.32307692307692304
0.5261578791220913,-0.2615384615384616
-0.24010793455072035,-0.7846153846153847
-0.17181218457432398,-0.04615384615384621
-0.2706838503864011,0.3846153846153846
-0.6707946440890494,0.0461538461538461
-0.4810718138677036,-0.23076923076923084
-0.6731560328688447,-0.23076923076923084
-0.34276854507677085,-0.015384615384615441
-0.5193905907390892,-0.07692307692307698
0.07591304174223446,-0.20000000000000007
0.0609114784470117,0.19999999999999996
0.36541621363290433,-0.07692307692307698
-0.2027236871820392,-0.2923076923076924
-0.06374535681400166,-0.8461538461538463
-0.28954384870534366,-0.4461538461538462
0.17584213747517613,0.07692307692307687
-0.44398620253584253,0.8769230769230768
-0.5363353326686344,-0.3538461538461539
-0.2536867360086005,-0.10769230769230775
-0.39727556882219917,-0.13846153846153852
-0.07689690685941498,-1.0
0.34304291261072634,-0.13846153846153852
-0.24191213920983048,-0.10769230769230775
0.06982652189568439,0.8153846153846154
0.9543933446814714,0.8153846153846154
-0.3970160798897206,-0.7846153846153847
0.11510981225096606,0.0461538461538461
-0.40532206675758053,-0.20000000000000007
-0.8300878635600554,-0.32307692307692315
0.10523112819976654,-0.5076923076923078
-0.046243801541989114,0.2615384615384615
-0.3117011300489364,0.0461538461538461
-0.14667493095523576,-0.5692307692307693
-0.07025409266687743,-0.32307692307692315
0.8632703399450843,0.44615384615384607
-0.17808100245336847,-0.4461538461538462
0.7663543747865015,0.19999999999999996
0.9052561378428836,0.2307692307692307
-0.08153204446307341,-0.3846153846153847
0.04319686333356794,0.07692307692307687
-0.29895083367139375,-0.1692307692307693
0.9940201841646066,0.6923076923076923
0.3326793247594636,0.5384615384615384
0.2753695444176096,0.44615384615384607
0.4057916064890632,-0.10769230769230775
-0.14573547426125216,-0.4461538461538462
0.4470146457020542,-0.20000000000000007
0.015326071890583437,0.07692307692307687
0.3715280641564976,-0.3538461538461539
-0.6343868164386458,0.2615384615384615
0.16127911421238675,0.5076923076923077
-0.258860678401474,0.015384615384615328
0.347919565416024,0.2615384615384615
0.1696332287681577,0.2615384615384615
-0.22945930164379794,-0.4461538461538462
-0.3028584932774712,0.3846153846153846
-0.11415484194886902,0.47692307692307695
0.9995215934219173,-0.015384615384615441
0.5302174088282497,0.19999999999999996
0.6658117528924213,-0.1692307692307693
-0.3162847501561791,-0.015384615384615441
-0.525806409052014,0.5076923076923077
-0.6213853905418725,-0.1692307692307693
-0.49604397475820283,0.3846153846153846
0.15886850472656927,-0.6615384615384616
-0.4000900728360185,0.16923076923076918
0.09974275300485141,-0.07692307692307698
0.03987659277813227,-0.2615384615384616
0.020300430446430318,-0.10769230769230775
0.5737093193322209,0.47692307692307695
0.014282656189067378,0.8153846153846154
-0.11846428086807267,0.0461538461538461
0.35956556135450096,-0.20000000000000007
-0.04109165605572319,-0.6923076923076924
0.05222613732231965,-0.6307692307692309
0.29040865038974845,0.015384615384615328
-0.5503080484272926,0.44615384615384607
-0.32060875019562196,-0.8153846153846155
-0.37192565346551126,-0.4461538461538462
0.9993033087197676,0.2615384615384615
-0.37571588316475296,-0.07692307692307698
0.44512522201361326,-0.13846153846153852
0.9848058715625383,0.16923076923076918
-0.546067341203284,-0.3846153846153847
-0.25526331339291,-0.20000000000000007
-0.671533344004754,0.015384615384615328
-0.870178849486186,-0.015384615384615441
-0.0871552051006194,0.6
-0.5297382092210103,-0.3538461538461539
-0.04822258103447158,0.2615384615384615
0.4616994645243292,-0.07692307692307698
-0.2196698473753632,0.015384615384615328
-0.29786037877691907,0.19999999999999996
0.04721612802712315,0.32307692307692304
0.025773615963304908,0.16923076923076918
-0.2685488633996631,-0.04615384615384621
-0.2357552920878743,0.015384615384615328
-0.3017467419985197,-0.5076923076923078
-0.5928284207493816,-0.04615384615384621
0.044189061390534065,0.7846153846153847
0.2827464550183622,-0.04615384615384621
0.396025439565781,0.47692307692307695
0.6673924743710516,0.5076923076923077
0.026230950271307826,0.47692307692307695
0.21919773288580274,0.07692307692307687
-0.058921991653857406,0.2615384615384615
-0.5421476556902679,0.44615384615384607
-0.18674952825611413,0.6307692307692307
0.21211927524974844,-0.32307692307692315
0.1409721454662811,-0.5384615384615385
0.16911255387462043,-0.015384615384615441
0.23002294070267099,-0.20000000000000007
0.35105094074826243,0.6307692307692307
-0.4937441986596445,-0.32307692307692315
0.03656119229968807,0.3846153846153846
-0.03438092568434139,0.5076923076923077
0.03924952431115389,-0.10769230769230775
0.26063146587927505,0.6
0.056623867901767405,0.6615384615384615
0.6059122532652186,-0.20000000000000007
0.6562393081582555,0.16923076923076918
-0.48600345380442456,0.2307692307692307
0.5470183629719703,-0.1692307692307693
-0.16914145730367686,-0.1692307692307693
-0.29732507514440887,0.16923076923076918
-0.5471925742759243,0.32307692307692304
0.15544570042962683,0.0461538461538461
0.985337650574766,-0.13846153846153852
-0.22971944819495085,0.16923076923076918
3.203399733062162e-05,0.6
-0.31300166241328414,-0.015384615384615441
0.8449268508750194,0.41538461538461535
0.4983216753804097,0.10769230769230764
0.22035499074491582,-0.32307692307692315
0.2847806709605509,-0.4461538461538462
0.9441660781422487,0.41538461538461535
-0.16518369503183705,-0.015384615384615441
0.5609390367807504,0.47692307692307695
